LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V097_txiin,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 1 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+5? <42>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V098_kunti'i,_5 ⇌ i1ɕ_1 / _i_ⁿdi3ʔi1 <1>,i5 ⇌ ko3 / _[t-ⁿd][a-e-i]3[g-k-p-t-ð-ʔ-kʷ][a-e-i][1-3] <2>,i1ɕi1 ⇌ ko3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <18>
V099_nu'un, ⇌ i1 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]* <45>, ⇌  / [1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <41>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V100_ntake'e,_5_5 ⇌ i1_3_3 / _[t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ][a-e-i]_[g-k-p-t-ð-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][e-i-o][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o]_ <4>,5_5 ⇌ 3_3 / [f-g-k-p-s-t-ð-ɕ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-ã-ĩ-ẽ]_[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <12>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V101_taan,_5_5 ⇌ i1_3_3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-ã-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <16>,5_5 ⇌ 3_3 / [f-g-k-p-s-t-ð-ɕ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-ã-ĩ-ẽ]_[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <12>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V102_ku'un,kʷ ⇌ i1ɕ / _a1ʔã1 <1>,kʷa_ã ⇌ ko_õ / _1ʔ_1 <1>,i1ɕa_ã ⇌ ko_õ / _1ʔ_1 <1>
V103_ntikue'e, ⇌ i1ⁿdi3 / _kʷ[a-e][1-3-5]ʔ[a-e][1-3-5] <2>, ⇌ ⁿdi3 / _kʷ[a-e][1-3-5]ʔ[a-e][1-3-5] <2>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V104_ntxi'i,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V105_tivi,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 1 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+5? <42>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V106_ka'mu,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 1 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+5? <42>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V107_kuixa,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,ɕ_5 ⇌ kʷ_1 / _[a-e-i]_[k-ɕ-t͡ɕ-kʷ][a-e-i][1-3] <3>,i1ɕ ⇌ kʷ / _[a-e-i][1-3][f-g-k-m-n-p-r-t-w-ð-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-kʷ]*[a-e-i-o][1-3] <7>
V108_kaxi,_5_5 ⇌ i1_3_3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-ã-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <16>,ɕ_5_5 ⇌ k_3_3 / _[a-e]_[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-kʷ]+_ <6>,i1ɕ ⇌ k / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o][1-3-5] <13>
V109_kee,_5_5 ⇌ i1_3_3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-i-ã-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+_ <16>,ɕ_5_5 ⇌ k_3_3 / _[a-e]_[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-kʷ]+_ <6>,i1ɕ ⇌ k / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o][1-3-5] <13>
V110_ke'e,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,5 ⇌ 3 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <123>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V111_xani,_5 ⇌ i1_1 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+ <61>,5 ⇌ 1 / [f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]?[a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+5? <42>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V112_kusiiini,_5_3 ⇌ i1_3_1 / _[f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-o]_[s-ɕ-ʃ-ʒ][a-e-i]_[a-e-i]1[1-3-5-a-e-i-l-m-n-o-r-w-ã-õ-ĩ-ɲ-ɾ-ẽ]* <2>,5_3 ⇌ 3_1 / [f-k-p-s-t-ɕ-ʃ-t͡ɕ-t͡ʃ-kʷ][a-e-o]_[s-ɕ-ʃ-ʒ][a-e-i]_[a-e-i]1[1-3-5-a-e-i-l-m-n-o-r-w-ã-õ-ĩ-ɲ-ɾ-ẽ]* <2>,i1 ⇌  / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <246>
V113_kotoini,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,ɕi5 ⇌ ko3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[e-i-o][3-5] <5>,i1ɕi ⇌ ko / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <10>
V114_koto,_5 ⇌ i1_3 / _[f-g-k-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ][a-e-i-o-ã-õ-ĩ-ẽ]_[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ][1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]+[1-3-5-a-e-i-o-ã-õ-ĩ-ʔ-ẽ]* <139>,ɕi5 ⇌ ko3 / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[e-i-o][3-5] <5>,i1ɕi ⇌ ko / _[1-3-5-a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-ẽ-t͡ʃ-ⁿd͡ʒ-kʷ]*[1-3-5-a-e-i-o-ã-õ-ĩ-ẽ][1-3-5-f-g-k-l-m-n-p-r-s-t-w-ð-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd͡ʑ-ⁿd-t͡ɕ-t͡ʃ-ⁿd͡ʒ-kʷ]*[a-e-i-o-ã-õ-ĩ-ẽ][1-3-5] <10>
