LEXEME,"('IMPF', 'PFV')","('IMPF', 'IRR')","('PFV', 'IRR')"
V119_ntakatu'un, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V120_kana, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V121_chintxee, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V122_ki'in, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V123_txatxa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V124_nuu, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V125_nuuse'e, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V126_keta, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V127_koyo, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V128_xaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V129_satatan, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V130_kini, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V131_ntashita, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V132_kuna, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ][a-e-i-o] <13>,iɕ ⇌ k / _[a-e-f-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʒ-ʔ-β-ⁿd-ẽ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o] <14>
V133_kukumi, ⇌ iɕi / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <17>, ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <21>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V134_tavi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V135_si'vi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V136_ntava, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V137_kani'i, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V138_chiñu'u, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V139_kataxa'a, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>,ɕi ⇌ ka / _[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ⁿd-ẽ-kʷ]*[a-e-f-g-i-k-o-p-r-t-w-ð-ɕ-ɾ-ʒ-ʔ-β-kʷ-t͡ɕ]*[a-e-o-ã-õ-ẽ] <6>,iɕi ⇌ ka / _[a-e-g-i-k-m-n-o-p-r-t-w-ã-ð-õ-ĩ-ɲ-ɾ-ⁿd-ẽ-kʷ]*[a-e-f-g-i-k-o-p-r-t-w-ð-ɕ-ɾ-ʒ-ʔ-β-kʷ-t͡ɕ]*[a-e-o-ã-õ-ẽ] <6>
V140_ki'vi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V141_kukii, ⇌ iɕi / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <17>, ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <21>,iɕi ⇌ ko / _[a-e-f-g-i-k-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <30>
V142_ntakatxa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V143_katun, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V144_ntikaxi, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V145_txivintxaa, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
V146_ntakoto, ⇌ i / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <298>, ⇌  / [a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]* <249>,i ⇌  / _[a-e-f-g-i-k-l-m-n-o-p-r-s-t-w-ã-ð-õ-ĩ-ɕ-ɲ-ɾ-ʃ-ʒ-ʔ-β-ⁿd-ẽ-ⁿd͡ʒ-t͡ʃ-kʷ-ⁿd͡ʑ-t͡ɕ]*[a-e-i-o-ã-õ-ĩ-ẽ] <258>
