"ID","Loan","Mixteco","MixtecoToneless","Spanish","English","WordClass","ClasePalabra","Pronoun","Morphemes","GlossEnglish","GlossSpanish","SemanticField","CampoSemántico","ScientificName","LToneChange","ToneMelody","pMX","Source","NotesForm","NotesCulture","NotesMeta"
0753,,"yá'vi","ya'vi","plaza","(market) square","noun","sustantivo",,,,,"society | space","sociedad | espacio",,,,,,,,
0754,,"ya'vi","ya'vi","caro","expensive","adjective","adjetivo",,,,,,,,,,,,,,
0755,,"se'e ñání kuáchí","se'e ñani kuachi","bisnieta/bisnieto","great-grandchild","noun","sustantivo",,"se'e-ñání-kuáchí","child-brother(m)-?","niño/a-hermano(m)-?","society > people","sociedad > gente",,,,,,,,
0756,,"veñù'un","veñu'un","iglesia","church","noun","sustantivo",,"ve-ñù'un","house-fire","casa-lumbre","society > religion","sociedad > religión",,,,,,,,
0757,,"ita tunù'ún","ita tunu'un","flor de cagual (flor parecida al girasol)",,"noun","sustantivo",,"ita-tunù'ún","flower-?","flor-cagual","plant > flower","planta > flor",,,,,,,,
0758,,"ntxè'é","ntxe'e","comelón","greedy","adjective","adjetivo",,,,,,,,,,,,,,
0759,,"só'ó","so'o","sordo","deaf","adjective","adjetivo",,,,,,,,,,,,,,
0760,,"káa","kaa","eso, esa","that","demonstrative","demonstrativo",,,,,,,,,"AM",,,,,
0761,,"ntxàá","ntxaa","ya nomás","just, only ","?","?",,,,,,,,,"BA",,,,,
0762,,"cháa","chaa","buenos días/tardes/noches","good morning/afternoon/evening","?","?",,,,,"society","sociedad",,,"AM",,,,,
0763,,"chìkàchí","chikachi","cobija","blanket","noun","sustantivo",,,,,"house","casa",,,"B.B.A",,,,,
0764,,"yikí ñú'ú","yiki ñu'u","selva","forest","noun","sustantivo",,"yikí-ñú'ú","?-?","?-?","nature","naturaleza",,,"M.A A.A",,,,,
0765,,"ntxinu'u","ntxinu'u","puro, solo","just, purely","?","?",,,,,,,,,,,,,,
0766,"L","medídá","medida","medidor","meter, measuring cup","noun","sustantivo",,,,,"measure","medida",,,,,,,,
0767,,"ñú'u shìnì","ñu'u shini","de memoria","from memory","?","?",,"ñú'u-shìnì","have.inside-head","tener.adentro-cabeza",,,,,,,,,,
0768,"L","áchá","acha","hacha","ax","noun","sustantivo",,,,,"tool","herramienta",,,,,,,,
0769,,"ñà mànì","ña mani","por favor","please","phrase","frase",,,,,"society","sociedad",,,"B B.B",,,,,
0770,,"síin síin","siin siin","diferente(s)","different","?","?",,"síin-síin","separate-separate","separado-separado",,,,,,,,,,
0771,"L","komídá","komida","comida","food","noun","sustantivo",,,,,"food","comida",,,,,,,,
0772,,"sìntxìkìn","sintxikin","res","cattle","noun","sustantivo",,,,,"animal","animal",,,"B.B.B",,,,,
0773,,"kiisa","kiisa","casi","almost","adverb","adverbio",,,,,,,,,"M.M",,,,,
0774,,"nùú","nuu","tipo","type, kind","noun","sustantivo",,,,,,,,,,,,,,
0775,,"síin","siin","separado","separate","?","?",,,,,,,,,,,,,,
0776,,"chíí","chii","pipí","pee","noun","sustantivo",,,,,"body","cuerpo",,,,,,,,
0777,,"ntokò","ntoko","chirimoya","custard apple","noun","sustantivo",,,,,"plant > fruit","planta > fruta","(Annona cherimola)","yes",,,,,,
0778,,"úun","uun","solo","alone","adverb","adverbio",,,,,,,,,,,,,,
0779,,"vitxiñú'ú","vitxiñu'u","ahorita","right now","adverb","adverbio",,"vitxi-ñú'ú","today-?","hoy-?","time","tiempo",,,,,,,,
0780,,"shiìn","shiin","al lado (de)","next to","?","?",,,,,"space","espacio",,,,,,,,
0781,,"jú'un","ju'un","toma!/ten!","take it!/here you are!","(not a verb)","(no es verbo)",,,,,,,,,,,,"this is used when you give/hold out something to another person and want them to take it from you",,
0782,,"yoo","yoo","alguien","somebody","pronoun?","pronombre?",,,,,,,,,,,,,,
0783,,"yoo","yoo","cántaro","pitcher, jug","noun","sustantivo",,,,,"container","envase",,,,,,,,
0784,"L","tékió","tekio","tequio","tequio (community work)","noun","sustantivo",,,,,"society","sociedad",,,,,,,,
0785,,"ntxíi ","ntxii","muerto","dead","adjective","adjetivo",,,,,,,,,,,,,,
0786,,"ntixààn","ntixaan","es necesario que, es mandatorio que","it's necessary","?","?",,,,,,,,,,,,,,
0787,,"tá'an","ta'an","pariente","relative","noun","sustantivo",,,,,"society > kinship","sociedad > parentesco",,,,,,,,
0788,,"ntxìxàní","ntxixani","cacomixtle, colapinta","cacomistle","noun","sustantivo",,"ntxì-xàní","ANIM-dream?","ANIM-soñar","animal","animal","Bassariscus sumichrasti",,,,,,,
0789,,"ntxitíví si'ví","ntxitivi si'vi","escarabajo","beetle","noun","sustantivo",,"ntxi-tíví-si'ví","ANIM-roll.up-feces","ANIM-enrollar-excrementos","animal","animal",,,,,,,,
0790,,"txìváxà","txivaxa","guacamaya","macaw","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0791,,"txisha'ntxa viko","txisha'ntxa viko","golondrina","swallow","noun","sustantivo",,"txisha'ntxa-viko","?-cloud","?-nube","animal","animal",,,,,,,,
0792,,"txìya'à","txiya'a","galón","gallon (container, not the quantity)","noun","sustantivo",,,,,"container","envase",,,,,,,,
0793,,"txàvá","txava","arador","harvest mite","noun","sustantivo",,,,,"animal","animal","Trombicula autumnalis",,,,,,,
0794,,"mákìshì","makishi","higo","fig","noun","sustantivo",,,,,"plant > fruit","planta > fruta",,,,,,,,
0795,,"txìka txañù'ún","txika txañu'un","camarón","shrimp","noun","sustantivo",,"txìka-txañù'ún","grasshopper-sea","chapulín-mar","animal","animal",,,,,,,,
0796,,"sàvì yíshí","savi shishi","llovisna","drizzle","noun","sustantivo",,"sàvì-yíshí","rain-?","lluvia-?","weather","clima",,,,,,,,
0797,,"sàvì táchí","savi tachi","venturron (lluvia con viento)","rain with wind","noun","sustantivo",,"sàvì-táchí","rain-air","lluvia-aire","weather","clima",,,,,,,,
0798,,"vìkò nu'un","viko nu'un","neblina","mist","noun","sustantivo",,,,,"weather","clima",,,,,,,,
0799,,"yivì","yivi","arroyo","arroyo","noun","sustantivo",,,,,"nature","naturaleza",,,,,,,,
0800,,"nana'á","nana'a","muy","very","adverb","adverbio",,,,,,,,,,,,,,
0801,,"tóso nùù","toso nuu","pelvis de una mujer","pelvis of a woman","noun","sustantivo",,,,,"body","cuerpo",,,,,,,,
0802,,"kò'lì xa'à","ko'li xa'a","arco del pie","foot arch","noun","sustantivo",,"kò'lì-xa'à","?-foot","?-pie","body","cuerpo",,,,,,,,
0803,,"xàxa","xaxa","ingle","groin","noun","sustantivo",,,,,"body","cuerpo",,,,,,,,
0804,,"tami","tami","agradable (de olor)","pleasant (of a smell)","adjective","adjetivo",,,,,,,,,,,,,,
0805,"L","votóní","votoni","boton","button","noun","sustantivo",,,,,"clothes","ropa",,,,,,,,
0806,,"ntòko tùún","ntoko tuun","zapote negro","black sapota","noun","sustantivo",,"ntòko-tùún","custard.apple-black","chirimoya-negra","plant","planta",,,,,,,,
0807,,"yaxì ko'ò","yaxi ko'o","jicapextle","jicapextle (painted gourd bowl)","noun","sustantivo",,"yaxì-ko'ò","gourd-plate","jícara-plato","container","envase",,,,,,,,
0808,,"tùtxíkín","tutxikin","nogal","walnut tree","noun","sustantivo",,"tù-txíkín","TREE-nut","ARB-nuez","plant > tree","planta > árbol",,,,,,,,
0809,,"ñáñá","ñaña","tumba (de muerto)","grave","noun","sustantivo",,,,,"society","sociedad",,,,,,,,
0810,,"katxí","katxi","simple (falta de sal)","bland","adjective","adjetivo",,,,,"taste","sabor",,,,,,,,
0811,,"yova yéná","yova yena","lengua de vaca","curly dock","noun","sustantivo",,"yova-yéná","amaranth-?","quelite-?","plant","planta",,,,,,,,
0812,,"ntákàa","ntakaa","llave","key","noun","sustantivo",,"ntá-kàa","hand?-metal","mano?-fierro","house","casa",,,,,,,,
0813,,"txìñumà","txiñuma","fritillaria","fritillary","noun","sustantivo",,,,,"plant","planta",,,,,,,,
0814,,"yìtxa ntxo'o","yitxa ntxo'o","Puebla","Puebla","noun","sustantivo",,"yìtxa-ntxo'o","river-?","río-?","place","lugar",,,,,,,,
0815,,"shé'è","she'e","anillo","ring","noun","sustantivo",,,,,"jewelry","joyería",,,,,,,,
0816,,"txákí ini","txaki ini","comprensivo","comprehensive","adjective","adjetivo",,,,,,,,,,,,,,
0817,,"yo'li","yo'li","colibri","hummingbird","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0818,,"nà-vàlí","navali","niñas","girls ","noun","sustantivo",,"nà-vàlí","PL.HUM-small","PL.HUM-pequeño","society > people","sociedad > gente",,,,,,,,
0819,,"ntxeè nùù","ntee nuu","descarado","shameless","adjective","adjetivo",,"ntxeè-nùù","?-below","?-abajo",,,,,,,,,,
0820,,"shà'ntxà","sha'ntxa","bobetada","slap","noun","sustantivo",,,,,,,,,,,,,,
0821,,"yò'ò","yo'o","chueco","crooked","adjective","adjetivo",,,,,,,,,,,,,,
0822,,"táká","taka","pajaro carpintero","Woodpecker","noun","sustantivo",,,,,"animal > bird","animal > pájaro",,,,,,,,
0823,,"ñuu tashìì","ñuu tashii","media noche","midnight","?","?",,,,,"time","tiempo",,,,,,,,
0824,"L","gàrrájòn","garrajon","garrafón","water jug ","noun","sustantivo",,,,,"container","envase",,,,,,,,
0825,"L","pàchì","pachi","tepache","tepache (fermented pineapple drink)","noun","sustantivo",,,,,"food > liquid","comida > líquido",,,,,,,,
0826,"L","mésòn","meson","lugar de descanzo","rest area","?","?",,,,,"space","espacio",,,,,,,,
0827,,"chìkún","chikun","Santa Catarina","Santa Catarina","noun","sustantivo",,,,,"place","lugar",,,,,,,,
0828,,"chìxi'i","chixi'i","chivo","goat","noun","sustantivo",,,,,"animal","animal",,,,,,,,
0829,,"tutùn","tutun","leña","fire wood","noun","sustantivo",,,,,,,,,,,,,,
0830,,"ntxávìshì","ntxavishi","refresco","soda","noun","sustantivo",,"ntxá-vìshì","?-sweet","?-dulce",,,,,,,,,,
